Sale_Price,Neighborhood,Gr_Liv_Area,Year_Built,Central_Air,Full_Bath,Half_Bath,Lot_Shape
325000,Old_Town,2775,1893,Y,3,1,Regular
55000,Old_Town,1086,1920,N,1,0,Regular
184000,Old_Town,2495,1890,Y,2,0,Regular
110000,Old_Town,984,1959,Y,1,0,Regular
131500,Old_Town,1795,1954,N,2,0,Regular
97000,Old_Town,882,1956,Y,1,0,Regular
115500,Old_Town,1093,1958,Y,1,0,Regular
123500,Old_Town,1902,1923,Y,2,0,Regular
129900,Old_Town,1774,1931,Y,2,0,Regular
160000,Old_Town,1984,1910,Y,2,0,Regular
161000,Old_Town,1666,1925,Y,1,0,Regular
127500,Old_Town,1609,1910,Y,1,0,Regular
125000,Old_Town,825,1955,Y,1,0,Slightly_Irregular
79900,Old_Town,1198,1920,Y,1,0,Slightly_Irregular
127500,Edwards,1355,1940,Y,2,0,Regular
177000,Edwards,1357,1959,Y,1,0,Slightly_Irregular
125600,Edwards,1079,1948,Y,1,0,Regular
155000,Edwards,1094,1953,Y,1,0,Slightly_Irregular
260000,Edwards,1518,1940,Y,1,0,Regular
185000,Edwards,1674,1918,Y,2,0,Regular
235000,Edwards,2108,1935,Y,2,0,Regular
159900,Edwards,1509,1956,Y,1,0,Regular
99600,Edwards,864,1975,N,1,0,Regular
134500,Edwards,1269,1962,Y,1,1,Regular
119000,Edwards,1367,1900,Y,1,0,Regular
107500,Edwards,1347,1910,Y,1,0,Regular
125000,Edwards,1164,1950,N,1,0,Regular
79000,Edwards,1096,1924,N,1,0,Regular
95000,Edwards,1111,1941,N,1,0,Regular
177439,College_Creek,1356,2007,Y,2,1,Slightly_Irregular
248500,College_Creek,1615,2007,Y,2,0,Slightly_Irregular
475000,College_Creek,2276,2008,Y,2,0,Regular
395039,College_Creek,1766,2008,Y,2,1,Regular
155000,College_Creek,990,1994,Y,1,0,Regular
144000,College_Creek,1099,1995,Y,1,1,Regular
145000,College_Creek,990,1994,Y,1,0,Moderately_Irregular
226001,College_Creek,1418,1997,Y,2,0,Slightly_Irregular
215700,College_Creek,1771,1997,Y,2,1,Slightly_Irregular
207500,College_Creek,1652,2000,Y,2,1,Slightly_Irregular
193000,College_Creek,1790,1999,Y,2,1,Slightly_Irregular
188000,College_Creek,1724,1998,Y,2,1,Slightly_Irregular
191000,College_Creek,1479,1999,Y,2,0,Slightly_Irregular
221000,College_Creek,1494,2002,Y,2,0,Slightly_Irregular
231500,College_Creek,1792,2001,Y,2,1,Regular
235000,College_Creek,1823,2000,Y,2,1,Slightly_Irregular
223500,College_Creek,1786,2001,Y,2,1,Slightly_Irregular
130250,College_Creek,938,1975,Y,1,0,Slightly_Irregular
149900,College_Creek,985,1977,Y,2,0,Regular
158000,College_Creek,1174,1978,Y,1,0,Slightly_Irregular
147000,College_Creek,1026,1978,Y,1,0,Slightly_Irregular
143195,College_Creek,1076,1975,Y,1,1,Slightly_Irregular
163000,College_Creek,1558,1975,Y,2,0,Slightly_Irregular
110000,College_Creek,924,1975,Y,1,0,Slightly_Irregular
127000,College_Creek,864,1972,Y,1,0,Slightly_Irregular
124900,College_Creek,780,1972,Y,1,0,Regular
230000,College_Creek,1795,2002,Y,2,0,Regular
237000,College_Creek,2031,2002,Y,2,1,Regular
235000,College_Creek,1865,2000,Y,2,1,Slightly_Irregular
230500,College_Creek,2161,2001,Y,2,1,Regular
230000,College_Creek,1852,1999,Y,2,1,Slightly_Irregular
222500,College_Creek,2031,1998,Y,2,1,Slightly_Irregular
287000,College_Creek,2263,2001,Y,2,1,Regular
274000,College_Creek,1947,2001,Y,2,1,Slightly_Irregular
300000,College_Creek,1786,2002,Y,2,0,Moderately_Irregular
255900,College_Creek,2290,2002,Y,2,1,Regular
224900,College_Creek,1768,2003,Y,2,1,Regular
240000,College_Creek,2327,2003,Y,2,1,Moderately_Irregular
183000,College_Creek,1640,2003,Y,2,1,Slightly_Irregular
207000,College_Creek,1764,1999,Y,2,1,Slightly_Irregular
210000,College_Creek,1908,1994,Y,2,1,Regular
136500,College_Creek,848,2003,Y,1,0,Regular
145000,College_Creek,848,2004,Y,1,0,Regular
208900,College_Creek,1493,1997,Y,2,0,Regular
185000,College_Creek,1838,1997,Y,2,0,Regular
214000,College_Creek,1536,2002,Y,2,0,Regular
208500,College_Creek,1710,2003,Y,2,1,Regular
186500,College_Creek,1445,2004,Y,2,0,Regular
210000,College_Creek,1436,2004,Y,2,0,Regular
185900,College_Creek,1582,2004,Y,2,1,Regular
179900,College_Creek,1234,2007,Y,2,0,Regular
218836,College_Creek,1564,2007,Y,2,0,Regular
193000,College_Creek,1361,2007,Y,2,0,Regular
189000,College_Creek,1456,2005,Y,2,1,Regular
149300,College_Creek,848,2004,Y,1,0,Regular
141000,College_Creek,848,2004,Y,1,0,Regular
149000,College_Creek,848,2004,Y,1,0,Regular
144500,College_Creek,848,2004,Y,1,0,Regular
85000,Edwards,796,1910,Y,1,0,Regular
145900,Edwards,2200,1900,Y,2,2,Regular
123000,Edwards,1092,1966,Y,1,0,Regular
147500,Edwards,1256,1965,Y,1,1,Regular
165000,Edwards,1033,1976,Y,1,0,Regular
135000,Edwards,1127,1976,Y,1,1,Regular
108000,Edwards,996,1940,Y,1,0,Regular
137500,Edwards,1181,1972,Y,2,0,Regular
165400,Edwards,1656,2003,Y,2,1,Regular
147000,Edwards,1117,1977,Y,1,0,Slightly_Irregular
160500,Edwards,1398,1976,Y,1,1,Regular
176000,Edwards,1132,2005,Y,1,1,Regular
284700,Edwards,3820,1959,Y,3,1,Slightly_Irregular
148000,Edwards,1072,2005,Y,1,0,Regular
82000,Edwards,1152,1955,N,2,0,Regular
82000,Edwards,1152,1955,N,2,0,Regular
118000,Edwards,1440,1955,N,2,0,Regular
82500,Edwards,1152,1955,N,2,0,Regular
91900,Edwards,784,1955,N,1,0,Regular
120000,Edwards,1053,1938,Y,1,1,Regular
96000,Edwards,1137,1947,Y,1,1,Regular
99000,Edwards,930,1953,Y,1,0,Regular
130500,Edwards,1200,1946,Y,1,0,Regular
135000,Edwards,1470,1954,Y,2,0,Regular
135500,Edwards,1393,1955,Y,1,1,Slightly_Irregular
100000,Edwards,1204,1954,Y,1,0,Regular
108000,Edwards,1292,1923,Y,1,1,Regular
98000,Edwards,864,1925,N,1,0,Regular
67000,Edwards,864,1914,N,1,0,Regular
167300,North_Ames,1587,1971,Y,2,0,Regular
167000,North_Ames,1277,1970,Y,1,0,Regular
244000,North_Ames,2223,1973,Y,2,0,Slightly_Irregular
268000,North_Ames,2217,1970,Y,2,0,Slightly_Irregular
139000,North_Ames,1109,1971,Y,1,0,Regular
143250,North_Ames,981,1971,Y,1,1,Slightly_Irregular
184000,North_Ames,1479,1972,Y,1,1,Slightly_Irregular
155000,North_Ames,1422,1970,Y,1,0,Regular
133000,North_Ames,914,1970,Y,1,0,Regular
119500,North_Ames,950,1971,Y,1,0,Slightly_Irregular
123000,North_Ames,872,1971,Y,1,0,Regular
110000,North_Ames,858,1971,Y,1,0,Slightly_Irregular
128000,North_Ames,914,1961,Y,1,0,Regular
120500,North_Ames,864,1971,Y,1,0,Regular
133000,North_Ames,767,1998,Y,1,0,Regular
155000,North_Ames,1337,2001,Y,2,0,Slightly_Irregular
177000,North_Ames,1337,1997,Y,2,0,Moderately_Irregular
129250,North_Ames,988,1966,Y,1,0,Regular
127000,North_Ames,1107,1967,Y,1,0,Regular
143000,North_Ames,1214,1967,Y,2,0,Slightly_Irregular
156000,North_Ames,1073,1965,Y,1,1,Regular
144000,North_Ames,1344,1958,Y,1,0,Regular
119000,North_Ames,1728,1964,Y,2,0,Slightly_Irregular
103000,North_Ames,1224,1964,N,2,0,Slightly_Irregular
139900,North_Ames,1422,1960,Y,1,0,Slightly_Irregular
151500,North_Ames,958,1960,Y,1,0,Slightly_Irregular
126500,North_Ames,1065,1960,Y,1,1,Slightly_Irregular
145000,North_Ames,1138,1958,Y,1,0,Regular
120000,North_Ames,912,1958,Y,1,0,Slightly_Irregular
124000,North_Ames,1074,1956,Y,1,0,Slightly_Irregular
106500,North_Ames,882,1959,Y,1,0,Slightly_Irregular
140500,North_Ames,1187,1961,Y,1,0,Slightly_Irregular
137500,North_Ames,964,1961,Y,1,0,Slightly_Irregular
117600,North_Ames,894,1960,Y,1,0,Regular
163500,North_Ames,1200,1966,Y,2,0,Regular
161000,North_Ames,1042,1965,Y,2,0,Regular
158000,North_Ames,1302,1964,Y,2,0,Regular
224500,North_Ames,2154,1964,Y,2,1,Regular
147000,North_Ames,1374,1964,Y,1,0,Slightly_Irregular
200000,North_Ames,1652,1959,Y,1,1,Regular
181900,North_Ames,1429,1960,Y,1,0,Slightly_Irregular
150750,North_Ames,1327,1959,Y,1,0,Regular
101800,North_Ames,1224,1962,Y,2,0,Regular
124000,North_Ames,932,1950,Y,1,0,Slightly_Irregular
138500,North_Ames,908,1940,Y,1,0,Regular
165000,North_Ames,1977,1964,Y,1,1,Regular
144000,North_Ames,1150,1955,Y,1,0,Regular
137000,North_Ames,1920,1948,Y,2,0,Regular
105000,North_Ames,1376,1941,Y,1,0,Regular
146500,North_Ames,1644,1942,Y,1,1,Regular
126000,North_Ames,1560,1968,Y,2,0,Regular
175000,North_Ames,1280,1966,Y,2,0,Slightly_Irregular
158500,North_Ames,1254,1961,Y,1,0,Slightly_Irregular
114500,North_Ames,912,1958,Y,1,0,Regular
144000,North_Ames,1524,1958,Y,1,1,Regular
129000,North_Ames,2380,1965,Y,2,1,Slightly_Irregular
141000,North_Ames,936,1957,Y,1,0,Regular
131000,North_Ames,1008,1956,Y,1,0,Slightly_Irregular
142100,North_Ames,1053,1963,Y,1,0,Regular
139000,North_Ames,1056,1958,Y,1,0,Regular
157900,North_Ames,1442,1958,Y,1,1,Regular
139400,North_Ames,1056,1954,Y,1,0,Regular
150000,North_Ames,1244,1957,Y,1,1,Slightly_Irregular
120000,North_Ames,1144,1960,Y,1,0,Regular
174850,North_Ames,1721,1957,Y,1,0,Regular
116000,North_Ames,922,1957,Y,1,0,Regular
135000,North_Ames,1048,1956,Y,1,0,Regular
163500,North_Ames,1657,1970,Y,2,0,Irregular
130000,North_Ames,1411,1955,Y,1,0,Slightly_Irregular
129500,North_Ames,1216,1955,Y,1,0,Regular
142000,North_Ames,1154,1953,Y,1,1,Regular
128600,North_Ames,1560,1958,Y,2,0,Regular
125000,North_Ames,948,1952,Y,1,0,Regular
136000,North_Ames,1040,1953,Y,1,0,Regular
134500,North_Ames,1008,1953,Y,1,0,Regular
127000,North_Ames,925,1956,Y,1,0,Regular
130000,North_Ames,1360,1955,Y,1,0,Regular
115000,North_Ames,1540,1955,Y,1,0,Regular
116900,North_Ames,925,1955,Y,1,0,Regular
132000,North_Ames,928,1956,Y,1,0,Regular
153000,North_Ames,1647,1953,Y,1,0,Regular
112500,Old_Town,924,1952,Y,1,0,Regular
138000,Old_Town,1544,1890,Y,2,0,Regular
135000,North_Ames,893,1949,Y,1,0,Regular
156000,North_Ames,1728,1953,Y,1,0,Slightly_Irregular
301600,North_Ames,3086,1935,Y,3,1,Regular
109000,Old_Town,1034,1940,Y,1,0,Regular
103200,Old_Town,882,1956,Y,1,0,Regular
128500,Old_Town,1281,1925,Y,2,0,Regular
64500,Old_Town,968,1927,Y,2,0,Regular
148000,Old_Town,1534,1895,Y,1,1,Regular
86000,Old_Town,691,1920,Y,1,0,Regular
172000,North_Ames,1651,1963,Y,2,0,Slightly_Irregular
120000,North_Ames,888,1961,Y,1,0,Slightly_Irregular
128500,North_Ames,952,1968,Y,1,0,Slightly_Irregular
135000,North_Ames,2080,1969,Y,1,2,Slightly_Irregular
122900,North_Ames,924,1949,Y,1,0,Regular
119200,North_Ames,1082,1948,Y,1,0,Regular
143000,North_Ames,1846,1949,Y,2,0,Regular
119000,North_Ames,988,1950,Y,1,0,Regular
102000,North_Ames,1238,1950,Y,1,1,Regular
129000,North_Ames,864,1950,Y,1,0,Regular
135000,North_Ames,1134,1960,Y,1,0,Regular
152000,North_Ames,1040,1959,Y,1,0,Regular
140000,North_Ames,1170,1958,Y,1,0,Regular
152000,North_Ames,1242,1960,Y,1,1,Regular
156500,North_Ames,1377,1960,Y,1,0,Regular
141000,North_Ames,1800,1961,N,2,0,Regular
99000,North_Ames,925,1961,Y,1,0,Regular
187000,North_Ames,1851,1964,Y,2,1,Regular
169500,North_Ames,1812,1962,Y,2,0,Regular
125500,North_Ames,864,1962,Y,1,0,Regular
130000,North_Ames,936,1962,Y,1,0,Regular
103000,Old_Town,960,1926,Y,1,0,Regular
132000,Old_Town,1432,1910,Y,2,0,Regular
127500,Old_Town,1296,1927,Y,1,0,Regular
89500,Old_Town,1022,1922,N,1,0,Regular
140000,Old_Town,936,1980,Y,1,0,Regular
99900,Old_Town,967,1920,Y,1,0,Regular
100000,Old_Town,1047,1885,Y,1,0,Regular
130000,Old_Town,1072,1940,Y,1,0,Regular
135000,Old_Town,1174,1900,Y,1,0,Regular
120000,Old_Town,1183,1948,Y,1,1,Regular
89471,Old_Town,1131,1937,Y,1,0,Regular
85000,Old_Town,1141,1900,N,1,0,Regular
108500,Old_Town,960,1920,Y,1,0,Regular
137000,Old_Town,1798,1900,Y,2,1,Regular
110500,Old_Town,866,1945,Y,1,0,Regular
100000,Old_Town,968,1923,Y,1,0,Regular
184900,Old_Town,1772,1910,N,2,1,Slightly_Irregular
145000,Old_Town,1642,1927,Y,1,1,Regular
125000,Old_Town,1472,1925,Y,1,0,Regular
114000,Old_Town,1232,1910,Y,1,0,Regular
90000,Old_Town,2337,1900,N,2,0,Regular
144100,Old_Town,1650,1910,Y,2,0,Regular
117500,Old_Town,2210,1880,Y,2,0,Regular
124500,Old_Town,1358,1930,Y,1,1,Regular
185000,Old_Town,2454,1879,Y,2,0,Regular
133900,Old_Town,2291,1910,N,2,0,Regular
152000,Old_Town,1616,1926,Y,2,0,Regular
153500,Old_Town,1559,1948,Y,1,0,Regular
159500,Old_Town,2554,1890,Y,1,1,Regular
87000,Old_Town,1248,1930,Y,1,0,Regular
104500,Old_Town,968,1956,Y,1,0,Regular
110000,Old_Town,1382,1949,Y,2,0,Regular
200000,Old_Town,2264,1918,Y,2,1,Regular
140000,Old_Town,1344,1929,N,1,1,Slightly_Irregular
136000,Old_Town,2526,1916,N,2,0,Regular
113000,Old_Town,1173,1901,N,2,0,Regular
117000,Old_Town,1214,1901,N,1,0,Regular
128500,Old_Town,1382,1941,Y,1,1,Slightly_Irregular
122000,Old_Town,1889,1910,N,1,1,Slightly_Irregular
87000,Old_Town,840,1930,Y,1,0,Slightly_Irregular
126000,Edwards,1134,1940,N,1,1,Regular
216000,Edwards,1325,1948,Y,2,0,Slightly_Irregular
130000,Edwards,1630,1953,Y,2,0,Slightly_Irregular
109900,Edwards,1242,1946,N,1,0,Regular
243000,Edwards,2158,1950,Y,2,0,Regular
154000,Edwards,1626,1954,Y,1,1,Regular
80000,Edwards,943,1958,N,1,0,Slightly_Irregular
150000,Edwards,1440,1977,Y,2,0,Slightly_Irregular
86000,Edwards,605,1920,Y,1,0,Slightly_Irregular
130000,Edwards,1038,1984,Y,2,0,Regular
125000,Edwards,1342,1951,Y,1,0,Regular
136500,Edwards,1480,1951,N,1,0,Regular
96000,Edwards,1362,1920,N,2,0,Regular
120000,Edwards,1340,1957,Y,1,0,Regular
383970,College_Creek,2696,2007,Y,2,1,Regular
424870,College_Creek,2828,2006,Y,3,0,Regular
250000,College_Creek,1651,2007,Y,2,0,Regular
360000,College_Creek,2140,2006,Y,2,1,Slightly_Irregular
279500,College_Creek,1494,2006,Y,2,0,Slightly_Irregular
200141,College_Creek,1316,2007,Y,2,0,Slightly_Irregular
246500,College_Creek,1651,2007,Y,2,0,Slightly_Irregular
276000,College_Creek,2574,2007,Y,2,1,Slightly_Irregular
203000,College_Creek,1274,2005,Y,2,0,Regular
155835,College_Creek,1456,2006,Y,2,1,Slightly_Irregular
194000,College_Creek,1240,2006,Y,2,0,Regular
195400,College_Creek,1208,2007,Y,2,0,Regular
217000,College_Creek,1546,2005,Y,2,0,Slightly_Irregular
212999,College_Creek,1500,2006,Y,2,0,Regular
175900,College_Creek,1270,2005,Y,2,0,Regular
191000,College_Creek,1795,2005,Y,2,1,Regular
176432,College_Creek,1314,2006,Y,2,0,Slightly_Irregular
139500,College_Creek,1022,1994,Y,1,0,Moderately_Irregular
126000,College_Creek,990,1994,Y,1,0,Regular
177500,College_Creek,1200,1995,Y,2,0,Moderately_Irregular
175000,College_Creek,1308,1997,Y,2,1,Slightly_Irregular
211000,College_Creek,1796,1998,Y,2,1,Slightly_Irregular
146000,College_Creek,990,1994,Y,1,0,Moderately_Irregular
147900,College_Creek,1097,1996,Y,1,1,Moderately_Irregular
123600,College_Creek,990,1994,Y,1,0,Regular
204750,College_Creek,1786,1997,Y,2,1,Slightly_Irregular
235500,College_Creek,1873,1999,Y,2,1,Moderately_Irregular
217000,College_Creek,1753,1998,Y,2,1,Moderately_Irregular
190550,College_Creek,1690,2001,Y,2,1,Slightly_Irregular
217500,College_Creek,1842,2000,Y,2,1,Regular
226000,College_Creek,1479,2003,Y,2,0,Slightly_Irregular
180000,College_Creek,1668,2003,Y,2,1,Regular
131000,College_Creek,894,1974,Y,1,0,Slightly_Irregular
153500,College_Creek,1025,1976,Y,2,0,Slightly_Irregular
160000,College_Creek,1009,1977,Y,2,0,Regular
134900,College_Creek,1040,1977,Y,1,1,Slightly_Irregular
130000,College_Creek,907,1977,Y,1,0,Slightly_Irregular
120000,College_Creek,879,1975,Y,1,0,Regular
112500,College_Creek,882,1972,Y,1,0,Regular
122000,College_Creek,969,1975,Y,1,1,Regular
127000,College_Creek,864,1972,Y,1,0,Regular
117000,College_Creek,875,1972,Y,1,0,Regular
305900,College_Creek,2000,2004,Y,2,0,Regular
228500,College_Creek,2169,2002,Y,2,1,Regular
270000,College_Creek,1673,2000,Y,2,0,Regular
192000,College_Creek,1459,2002,Y,2,0,Regular
213000,College_Creek,1932,2003,Y,2,1,Regular
200000,College_Creek,1729,2002,Y,2,1,Regular
267000,College_Creek,2452,1998,Y,2,1,Irregular
228000,College_Creek,1592,1994,Y,2,0,Regular
275000,College_Creek,2439,2001,Y,2,1,Regular
211000,College_Creek,1992,1996,Y,2,1,Irregular
285000,College_Creek,1668,2002,Y,2,0,Slightly_Irregular
240000,College_Creek,2090,1995,Y,2,1,Regular
131500,College_Creek,848,2003,Y,1,0,Regular
246900,College_Creek,1341,1999,Y,1,1,Moderately_Irregular
219500,College_Creek,1928,2003,Y,2,1,Regular
185000,College_Creek,1337,2003,Y,2,0,Regular
179400,College_Creek,1476,2007,Y,2,1,Slightly_Irregular
213500,College_Creek,1797,2006,Y,2,1,Slightly_Irregular
179600,College_Creek,1422,2004,Y,2,0,Regular
173500,College_Creek,1190,2005,Y,2,0,Regular
167840,College_Creek,1330,2006,Y,2,0,Regular
168675,College_Creek,1491,2006,Y,2,1,Regular
167000,College_Creek,1536,2005,Y,2,1,Slightly_Irregular
140000,Edwards,1214,1965,Y,1,0,Regular
118500,Edwards,936,1967,Y,1,0,Regular
110000,Edwards,1088,1963,Y,1,0,Regular
94750,Edwards,960,1965,Y,1,0,Regular
122000,Edwards,1351,1925,Y,1,0,Regular
110000,Edwards,1179,1960,Y,1,0,Regular
118500,Edwards,816,1990,Y,1,0,Regular
133500,Edwards,1044,1976,Y,1,0,Regular
148000,Edwards,1113,1976,Y,1,1,Slightly_Irregular
141000,Edwards,2233,1979,Y,2,1,Slightly_Irregular
155000,Edwards,1125,2006,Y,1,1,Regular
157000,Edwards,1090,2005,Y,1,1,Regular
171500,Edwards,1408,2005,Y,2,1,Regular
140000,Edwards,1072,2005,Y,1,0,Regular
131750,Edwards,960,1959,Y,1,0,Regular
61500,Edwards,1152,1955,N,2,0,Regular
111000,Edwards,948,1954,Y,1,0,Regular
98500,Edwards,1195,1946,N,2,0,Regular
79000,Edwards,774,1931,Y,1,0,Regular
108500,Edwards,865,1920,Y,1,0,Regular
110000,Edwards,894,1954,Y,1,0,Regular
112000,Edwards,1346,1910,N,1,1,Regular
125000,Edwards,768,1955,Y,1,0,Regular
79275,Edwards,864,1955,Y,1,0,Regular
119000,Edwards,948,1954,Y,1,0,Regular
149900,North_Ames,1293,1954,Y,2,0,Slightly_Irregular
157500,North_Ames,1024,1956,Y,1,0,Slightly_Irregular
169000,North_Ames,1797,1957,Y,1,1,Slightly_Irregular
252000,North_Ames,1390,1957,Y,1,1,Slightly_Irregular
192100,North_Ames,1851,1969,Y,2,0,Regular
138800,North_Ames,1096,1969,Y,1,0,Slightly_Irregular
116050,North_Ames,864,1970,Y,1,0,Regular
88000,North_Ames,858,1971,Y,1,0,Slightly_Irregular
97500,North_Ames,874,1971,Y,1,0,Regular
190000,North_Ames,1419,2002,Y,2,0,Moderately_Irregular
145000,North_Ames,1387,1967,Y,1,0,Regular
123000,North_Ames,900,1967,Y,1,0,Regular
135500,North_Ames,980,1967,Y,2,0,Regular
142000,North_Ames,1051,1968,Y,1,0,Regular
155000,North_Ames,1770,1968,Y,1,1,Regular
157500,North_Ames,976,1968,Y,1,0,Regular
138500,North_Ames,1052,1968,Y,1,1,Regular
140000,North_Ames,898,1968,Y,1,0,Regular
124400,North_Ames,1051,1966,Y,1,0,Slightly_Irregular
158000,North_Ames,1141,1967,Y,1,0,Regular
146000,North_Ames,1200,1965,Y,1,1,Regular
136500,North_Ames,1050,1961,Y,1,0,Slightly_Irregular
129900,North_Ames,864,1958,Y,1,0,Regular
145000,North_Ames,1712,1959,Y,2,0,Regular
185900,North_Ames,1565,1965,Y,2,0,Regular
160000,North_Ames,1251,1964,Y,1,0,Regular
167000,North_Ames,1488,1964,Y,1,1,Slightly_Irregular
157500,North_Ames,1440,1964,Y,1,1,Regular
140000,North_Ames,1095,1958,Y,1,0,Regular
150000,North_Ames,1053,1958,Y,1,1,Regular
151500,North_Ames,1248,1960,Y,1,0,Regular
129800,North_Ames,816,1934,Y,1,0,Regular
137000,North_Ames,1008,1954,Y,1,0,Slightly_Irregular
137000,North_Ames,1043,1947,Y,1,0,Regular
161000,North_Ames,1433,1961,Y,1,0,Regular
146500,North_Ames,1624,1952,Y,1,0,Regular
135000,North_Ames,1216,1951,Y,1,0,Regular
137900,North_Ames,2136,1951,N,2,0,Regular
133000,North_Ames,1578,1941,Y,1,0,Regular
137000,North_Ames,1728,1949,Y,1,1,Regular
121000,North_Ames,936,1954,Y,1,0,Regular
119000,North_Ames,1584,1967,Y,2,0,Slightly_Irregular
172000,North_Ames,1246,1964,Y,1,0,Slightly_Irregular
98600,North_Ames,1235,1961,Y,1,0,Regular
226000,North_Ames,2157,1966,Y,2,1,Regular
118000,North_Ames,1128,1954,Y,1,0,Regular
235000,North_Ames,3112,1918,Y,2,0,Regular
135000,North_Ames,1008,1963,Y,1,0,Slightly_Irregular
132500,North_Ames,1190,1962,Y,1,0,Regular
143000,North_Ames,1144,1959,Y,1,0,Regular
132000,North_Ames,1364,1957,Y,1,1,Regular
145250,North_Ames,1383,1960,Y,1,1,Regular
162000,North_Ames,1336,1958,Y,1,1,Slightly_Irregular
148000,North_Ames,1370,1956,Y,1,0,Regular
141000,North_Ames,1092,1957,Y,1,0,Slightly_Irregular
153000,North_Ames,1124,1956,Y,1,0,Regular
134450,North_Ames,1236,1957,Y,1,0,Slightly_Irregular
135960,North_Ames,943,1979,Y,1,0,Slightly_Irregular
156000,North_Ames,1050,1954,Y,1,0,Regular
140000,North_Ames,1375,1954,Y,1,0,Regular
139500,North_Ames,1008,1952,Y,1,0,Regular
155000,North_Ames,1575,1951,Y,1,1,Regular
127000,North_Ames,1145,1956,Y,1,0,Regular
133500,North_Ames,1005,1956,Y,1,0,Regular
125000,North_Ames,1056,1955,Y,1,1,Regular
142000,North_Ames,884,1951,Y,1,0,Regular
167000,North_Ames,2039,1941,Y,1,1,Regular
159000,North_Ames,1384,1956,Y,1,0,Regular
180000,Old_Town,2640,1925,Y,2,1,Regular
127000,North_Ames,1312,1947,Y,1,1,Regular
112000,Old_Town,1310,1924,Y,2,0,Regular
99800,Old_Town,713,1930,Y,1,0,Regular
117000,Old_Town,833,1954,Y,1,0,Regular
108480,Old_Town,1073,1921,Y,1,0,Regular
68000,North_Ames,715,1929,N,1,0,Regular
86900,Old_Town,720,1900,Y,1,0,Regular
120000,Old_Town,1130,1920,Y,1,0,Regular
155500,Old_Town,1595,1915,Y,2,0,Regular
80000,Old_Town,1760,1910,Y,1,1,Regular
105000,Old_Town,1214,1915,Y,1,0,Regular
160000,Old_Town,2414,1900,N,2,0,Regular
170000,Old_Town,1466,1936,Y,2,0,Regular
160000,North_Ames,1324,1965,Y,2,0,Regular
159950,North_Ames,1086,1966,Y,1,0,Regular
165000,North_Ames,1146,1963,Y,1,0,Regular
159000,North_Ames,1734,1962,Y,1,1,Slightly_Irregular
147000,North_Ames,1207,1962,Y,1,1,Regular
115000,North_Ames,912,1964,Y,1,0,Slightly_Irregular
159500,North_Ames,1194,1959,Y,1,0,Regular
120000,North_Ames,864,1959,Y,1,0,Regular
129900,North_Ames,816,1957,Y,1,0,Slightly_Irregular
183000,North_Ames,1773,1961,Y,2,0,Regular
157500,North_Ames,1472,1959,Y,2,0,Regular
277500,North_Ames,2448,1962,Y,3,0,Slightly_Irregular
207500,North_Ames,1600,1957,Y,1,0,Slightly_Irregular
147500,North_Ames,1521,1950,Y,1,1,Regular
135000,North_Ames,1192,1949,N,1,1,Regular
109500,North_Ames,1040,1950,Y,1,0,Regular
109900,North_Ames,1040,1950,Y,1,0,Regular
133700,North_Ames,1040,1959,Y,1,0,Regular
81400,North_Ames,1040,1950,N,2,0,Regular
87500,North_Ames,1040,1949,N,2,0,Regular
93500,North_Ames,1040,1950,N,2,0,Regular
119000,North_Ames,1556,1960,Y,2,0,Regular
141000,North_Ames,1150,1959,Y,1,0,Regular
146000,North_Ames,1150,1961,Y,1,0,Regular
155000,North_Ames,1348,1966,Y,1,1,Regular
134500,North_Ames,999,1962,Y,1,0,Slightly_Irregular
120000,North_Ames,1045,1962,Y,1,0,Regular
105000,North_Ames,864,1962,Y,1,0,Regular
124000,North_Ames,1025,1962,Y,1,0,Regular
169000,Old_Town,2014,1900,Y,2,0,Regular
107000,Old_Town,1328,1925,N,1,0,Regular
135000,Old_Town,1668,1948,Y,1,0,Regular
111500,Old_Town,1657,1920,N,1,0,Regular
156500,Old_Town,1416,1900,Y,1,0,Regular
178000,Old_Town,1641,1925,Y,1,1,Regular
139900,Old_Town,1428,1900,Y,1,0,Regular
105000,Old_Town,1004,1930,N,1,0,Regular
110000,Old_Town,813,1930,Y,1,0,Regular
111500,Old_Town,1951,1900,N,2,0,Regular
108000,Old_Town,1032,1924,N,1,0,Regular
111500,Old_Town,844,1925,Y,1,0,Regular
124000,Old_Town,1750,1880,Y,1,0,Regular
105000,Old_Town,864,1950,Y,1,0,Regular
116000,Old_Town,1118,1920,Y,1,0,Regular
96900,Old_Town,1376,1905,Y,1,0,Regular
135500,Old_Town,960,1955,Y,1,0,Regular
139000,Old_Town,1566,1924,Y,1,1,Regular
61500,Old_Town,492,1921,Y,1,0,Regular
120000,Old_Town,1182,1945,Y,1,1,Regular
126175,Old_Town,1163,1955,Y,1,0,Regular
64000,Old_Town,840,1920,Y,1,0,Regular
137000,Old_Town,1928,1910,N,2,0,Regular
87000,Old_Town,1774,1900,N,2,0,Regular
163000,Old_Town,1768,1914,N,1,1,Regular
155000,Old_Town,2104,1910,Y,2,0,Regular
79000,Old_Town,1440,1900,N,1,0,Regular
144000,Old_Town,1690,1916,Y,1,0,Slightly_Irregular
114504,Old_Town,1368,1910,N,1,0,Regular
157000,Old_Town,1762,1920,Y,1,1,Regular
125000,Old_Town,1200,1923,Y,1,0,Regular
